atm_group;lat;long;n_mall_100;n_mall_300;n_bank_100;n_bank_300;n_department_store_100;n_department_store_300;n_station_100;n_station_300;n_alcohol_100;n_alcohol_300;n_police_100;n_police_300;n_university_100;n_university_300;n_railway_station_100;n_railway_station_300;population;subject;salary;target
496;57.863749;39.511499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46068;ярославская область;35357.2;-0.0493502713233713
1942;56.050913;92.904369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3786;красноярский край;48725.4;0.0362273477190779
5478;61.243575;46.642793;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;61821;архангельская область;48515.3;0.0254604048441028
5478;48.496609;135.07277;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;617473;хабаровский край;50228.1;0.02834058737887
5478;54.209923;37.597028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546953;тульская область;37002.0;-0.0529204557339741
5478;52.259556;43.796176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38640;саратовская область;28224.3;-0.0776377282962387
1022;55.529053;37.026741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18349;московская область;54939.5;-0.1058371874825746
8083;55.822878;37.606281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12380664;москва;89128.6;0.2186083166997159
5478;54.917417;71.271149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22966;омская область;34833.6;0.0668746800095541
3185;48.977943;142.918315;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1957;сахалинская область;86965.8;-0.0969124407826072
8083;54.010681;38.29466;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;134901;тульская область;37002.0;0.1766998644236048
3185;55.783585;37.56017;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;12380664;москва;89128.6;-0.059669790613005
8083;59.567672;150.810724;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;91781;магаданская область;88042.3;0.0933049564628952
5478;58.602761;49.5972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3451;кировская область;30076.8;-0.0684809028542829
496;53.188433;44.970049;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;522317;пензенская область;32014.6;-0.0182262964617026
1942;45.012427;41.918427;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;425853;ставропольский край;32163.8;0.0042119958486012
1022;55.783463;49.23534;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2906;республика татарстан;37708.0;-0.0530655755906621
5478;51.494159;46.122732;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;224508;саратовская область;28224.3;-0.0143871916112997
1942;54.195055;37.543821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3562;тульская область;37002.0;0.0381317566903565
5478;55.565498;38.22628;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;1;96317;московская область;54939.5;-0.1007117424033425
8083;54.998953;90.976162;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5980;красноярский край;48725.4;0.1680040960981329
5478;55.979717;37.162692;0;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;10008;московская область;54939.5;0.0014249752610553
5478;54.60112;86.286336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26012;кемеровская область;41530.6;-0.1450012314747548
5478;52.511283;85.164439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200576;алтайский край;28265.5;-0.0656212599059845
496;52.067636;113.391509;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;48184;забайкальский край;43974.9;0.0123296604701559
496;62.032512;129.74223;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;-0.0534368067353829
496;52.580391;33.766477;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;13695;брянская область;29285.0;-0.1148972734370241
1942;47.198658;39.621202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125299;ростовская область;33872.7;-0.0010516452000178
1942;55.731075;37.633985;0;0;13;5;0;0;2;0;2;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0270404209909038
3185;56.242324;93.534645;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1283;красноярский край;48725.4;0.0050432053503239
8083;55.570166;37.575693;0;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;2781;московская область;54939.5;0.1896253116879955
5478;56.012934;92.882153;0;0;7;1;0;0;0;0;1;1;0;0;0;0;0;0;1066934;красноярский край;48725.4;-0.0042487231617438
496;53.528764;43.679045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20662;пензенская область;32014.6;-0.0402122292295013
5478;55.32476;37.489589;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10855;московская область;54939.5;-0.0824079064301717
8083;51.810649;107.661623;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;430186;республика бурятия;38845.8;0.1540164568560054
5478;54.674918;55.929056;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;156820;республика башкортостан;36638.1;-0.0353947623572429
5478;55.276062;85.617406;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;29754;кемеровская область;41530.6;-0.0698395026738264
5478;55.684503;37.621947;0;0;6;2;0;0;1;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0225942044732486
1942;55.857882;49.085789;0;0;2;2;0;0;1;0;2;1;0;0;0;0;0;0;2301;республика татарстан;37708.0;-0.0359291450031747
5478;52.273764;43.769918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1218;саратовская область;28224.3;-0.0365315435245013
8083;56.823631;60.505406;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1515832;свердловская область;41078.8;0.0992088273109204
8083;55.437618;37.77352;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;96145;московская область;54939.5;0.1739761320268814
496;54.405421;32.439036;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8755;смоленская область;31238.7;-0.0129427207317312
3185;53.191325;50.165932;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1156608;самарская область;36266.9;-0.0837359344456502
5478;60.036097;30.414521;0;0;7;2;0;0;0;0;3;0;1;0;0;0;0;0;48822;ленинградская область;45368.5;-0.0334326247299982
5478;53.336226;83.692711;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2355;алтайский край;28265.5;-0.0184619870524543
3185;53.373471;83.666301;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2704;алтайский край;28265.5;-0.0742856124964933
5478;55.859696;37.121047;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;29108;московская область;54939.5;0.0098783442600829
5478;56.260418;43.858133;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6150;нижегородская область;34867.4;-0.0792452245375007
3185;56.650038;66.315781;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40701;тюменская область;46342.7;-0.1010260155215452
5478;55.699629;37.941774;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;172525;московская область;54939.5;-0.0150419139448355
5478;50.98127;39.504133;0;0;3;2;1;0;0;0;2;1;0;0;0;0;0;0;56032;воронежская область;33703.9;-0.0922942431017909
8083;59.830676;30.385065;0;0;13;5;0;0;0;0;1;0;1;0;0;0;0;0;31577;ленинградская область;45368.5;0.1703500505397689
5478;56.517137;85.035738;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;575352;томская область;42725.9;-0.0255006183672186
5478;53.540618;49.356954;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7039;самарская область;36266.9;-0.0319452767357182
1942;55.616249;36.98832;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;0;17593;московская область;54939.5;0.0051729037548515
5478;62.045158;129.739832;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.029727783223836
5478;55.903534;37.713432;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;173160;московская область;54939.5;0.0162286596332054
1942;52.510652;103.886614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225489;иркутская область;45856.1;0.0050691708847395
1942;60.002503;30.296509;1;0;7;1;0;0;1;0;3;0;0;0;0;0;0;0;5225690;санкт-петербург;62223.8;-0.0069567628545547
1942;55.886342;37.676026;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;173160;московская область;54939.5;0.0537982753731937
1022;51.763144;55.113421;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;561686;оренбургская область;32594.7;-0.1304526100766377
5478;54.329567;48.35968;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;627870;ульяновская область;30637.9;-0.0775055433281185
1942;44.880073;37.339184;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;81447;краснодарский край;36101.1;-0.1069219978064515
3185;54.228875;37.628307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546953;тульская область;37002.0;-0.0943401547064807
1942;55.745493;37.858986;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;87314;московская область;54939.5;0.0669927271147434
5478;63.584404;82.824472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1853;ямало-ненецкий автономный округ;90694.0;-0.0581111321264923
3185;53.511145;49.447864;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;731544;самарская область;36266.9;-0.1338292317592209
5478;55.174424;73.21301;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4437;омская область;34833.6;-0.0228089329915662
1942;55.664248;37.543327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0655642823310091
5478;53.205167;50.133539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1156608;самарская область;36266.9;-0.0936012388482593
5478;52.601197;39.575154;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;509420;липецкая область;34133.1;-0.0835576859917256
5478;55.885494;37.604673;0;0;4;1;0;0;1;0;2;0;0;0;0;0;0;0;1945;московская область;54939.5;0.0256778446023862
5478;44.894639;37.32845;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;81447;краснодарский край;36101.1;-0.0586304191494056
5478;56.235741;43.952456;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1259;нижегородская область;34867.4;0.0384905320318568
1942;54.988526;73.383088;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1178391;омская область;34833.6;-0.008441139884245
5478;53.225684;50.27735;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11167;самарская область;36266.9;-0.1056736764980781
5478;55.171766;61.456965;0;0;5;0;0;0;0;0;2;1;0;0;0;0;0;0;1134643;челябинская область;37183.9;-0.0923925436407422
1942;54.988391;82.914752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.0629105016427933
496;62.011688;129.721308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;-0.076109205265034
5478;51.838092;55.144862;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2247;оренбургская область;32594.7;-0.0501935610893287
5478;56.872747;53.20734;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;648944;удмуртская республика;33785.9;-0.0736393440829288
5478;58.579489;49.683941;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;501247;кировская область;30076.8;-0.0607762667573587
8083;50.586979;137.066132;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;246607;хабаровский край;50228.1;0.1490309302230429
5478;51.815254;107.676876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430186;республика бурятия;38845.8;-0.0591772157769874
8083;46.95694;142.735373;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;200854;сахалинская область;86965.8;0.2186083166997159
5478;57.652376;39.956965;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1854;ярославская область;35357.2;-0.026976489901224
5478;44.645239;37.933258;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7640;краснодарский край;36101.1;-0.060860591536743
1022;55.748919;49.207573;0;0;5;0;0;0;1;0;1;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.0699124796775785
5478;48.767941;44.807032;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;326841;волгоградская область;32191.9;-0.0374288386502487
5478;54.21414;37.618875;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;546953;тульская область;37002.0;-0.0408091355164156
8083;55.746593;37.537371;0;0;7;1;0;0;2;0;2;1;0;0;0;0;0;0;12380664;москва;89128.6;0.2186083166997159
5478;53.54324;49.287955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407;самарская область;36266.9;-0.0122141300438264
5478;55.686107;37.303099;0;0;6;4;0;0;0;0;1;0;0;0;0;0;0;0;2510;московская область;54939.5;-0.0069431387326246
8083;54.367782;71.761252;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;6786;омская область;34833.6;0.0025382166984081
1942;58.006688;55.949331;0;0;4;3;0;0;0;0;2;0;0;0;0;0;0;0;1563;пермский край;37772.9;-0.0068750715346186
5478;55.674575;37.760225;0;0;4;3;0;0;1;0;3;3;1;0;0;0;0;0;2450;московская область;54939.5;0.0168171309868725
3185;54.974437;73.388128;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1178391;омская область;34833.6;-0.1213679280206939
5478;51.503074;45.959741;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;840785;саратовская область;28224.3;-0.0951045112726824
5478;55.16702;61.521095;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;20380;челябинская область;37183.9;-0.0259774710762988
5478;51.804151;107.653933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430186;республика бурятия;38845.8;0.0273304406797587
1942;53.009297;39.128646;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;19208;липецкая область;34133.1;-0.0311976984682895
3185;56.516258;85.03368;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;575352;томская область;42725.9;-0.0800818402124782
3185;54.940644;73.39526;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1178391;омская область;34833.6;-0.0544172893446953
496;56.657494;66.30749;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;40701;тюменская область;46342.7;-0.046408771410721
8083;56.751396;37.204662;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;44743;тверская область;33004.4;0.1585168434673985
496;50.408438;36.882418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43454;белгородская область;35324.3;-0.1098451804199546
1022;54.899379;52.274017;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;151157;республика татарстан;37708.0;-0.060692078295555
1942;55.751254;37.816271;0;0;11;2;0;0;1;1;1;1;0;0;0;0;0;0;87314;московская область;54939.5;0.0131964764999582
5478;48.778718;132.941068;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;74777;еврейская автономная область;41382.3;-0.0261072096245632
5478;56.150484;40.388102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;356168;владимирская область;31885.0;0.0410446648208772
5478;53.350349;55.926145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153181;республика башкортостан;36638.1;-0.0875248864748859
5478;53.181288;50.076388;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1156608;самарская область;36266.9;-0.1070335940043984
5478;55.715707;38.213955;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;20136;московская область;54939.5;-0.0524548538653592
496;52.626256;38.474619;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;103179;липецкая область;34133.1;-0.0246516032485387
8083;57.162342;65.497605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744554;тюменская область;46342.7;0.1980897468399314
5478;54.9702;83.037336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5105;новосибирская область;38968.9;-0.0114628955208669
5478;51.295552;37.836689;1;0;5;3;0;0;0;0;0;0;1;0;1;0;0;0;231864;белгородская область;35324.3;-0.1217370167787684
8083;51.706134;39.149308;0;0;4;2;0;0;0;0;1;0;1;0;0;0;0;0;1054111;воронежская область;33703.9;0.1487553741162603
1942;55.18378;61.398107;1;0;5;2;0;0;0;0;2;0;0;0;0;0;0;0;1134643;челябинская область;37183.9;-0.0082759676376802
1942;55.764136;49.174452;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.0945594932552517
5478;56.039057;92.916738;0;0;4;1;0;0;0;0;2;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;-0.0067174974180924
5478;53.211698;50.290555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2534;самарская область;36266.9;-0.1294407896273891
496;56.85372;35.865292;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;420850;тверская область;33004.4;-0.0257150526075146
496;53.223064;44.99911;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;522317;пензенская область;32014.6;-0.0814137212477605
8083;53.207545;50.167711;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1156608;самарская область;36266.9;0.1007827164618243
3185;55.792281;37.540757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0190756230481436
5478;58.610796;49.657557;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;501247;кировская область;30076.8;-0.024441494669545
8083;55.990735;92.957971;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.2186083166997159
8083;51.341762;37.908411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1134;белгородская область;35324.3;0.1576441066852178
1942;57.127174;65.553507;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;744554;тюменская область;46342.7;0.0114194562535894
1942;43.117517;131.883778;6;0;13;2;0;0;0;0;5;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.0100575272534932
8083;55.739894;37.615066;0;0;7;1;0;0;1;0;0;0;0;0;0;0;0;0;12380664;москва;89128.6;0.1040034513886515
8083;51.047909;107.821927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5066;республика бурятия;38845.8;0.0791325035285039
1942;55.945322;37.662892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1945;московская область;54939.5;0.0737637647864936
5478;51.529623;46.018276;0;0;12;2;0;0;0;0;1;0;0;0;0;0;0;0;840785;саратовская область;28224.3;0.0070618533210113
1942;68.969769;33.07278;0;0;6;2;0;0;0;0;2;0;0;0;1;0;1;0;298096;мурманская область;61823.2;-0.0262372721881555
1942;68.915297;33.095507;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;13706;мурманская область;61823.2;-0.0274025063078027
496;54.764745;56.061261;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;177865;республика башкортостан;36638.1;-0.1157267007844463
5478;48.81476;44.624054;0;0;3;2;0;0;0;0;1;0;1;0;0;0;0;0;1052;волгоградская область;32191.9;-0.0250280923599386
8083;56.450712;84.96566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575352;томская область;42725.9;0.182548134020196
8083;46.353561;48.053912;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1531;астраханская область;34601.4;0.082940606640482
1942;56.034375;92.911079;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.0199070815270378
5478;48.484374;135.059125;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;617473;хабаровский край;50228.1;0.0188420100893143
5478;54.973006;73.472192;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1275;омская область;34833.6;-0.056988030804272
5478;57.132166;65.582819;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;744554;тюменская область;46342.7;-0.0318660770158197
5478;59.223052;39.877689;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1197;вологодская область;38567.1;-0.0688463029050383
5478;54.17466;37.574408;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;546953;тульская область;37002.0;-0.0295738617821534
5478;54.074855;34.308035;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;30311;калужская область;41050.8;-0.0743999117678105
8083;50.606471;36.579291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378390;белгородская область;35324.3;0.0618760929528977
1942;55.770051;37.595061;0;0;9;0;0;0;1;1;3;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0448133903256254
1942;55.156194;61.412938;0;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;1134643;челябинская область;37183.9;0.0296077329145269
5478;51.553072;81.234247;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;1612;алтайский край;28265.5;-0.0778339798513823
5478;47.696242;40.10463;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;ростовская область;33872.7;0.0296967854942366
8083;48.741521;44.504417;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1030400;волгоградская область;32191.9;0.1664217304565461
1942;56.467001;84.975964;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;575352;томская область;42725.9;-0.1203241443749397
5478;55.879995;37.548923;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;90956;московская область;54939.5;-0.0157565763945661
1942;60.006395;30.256984;0;0;7;1;0;0;0;0;3;0;0;0;0;0;0;0;5225690;санкт-петербург;62223.8;0.0113715611982697
5478;62.03274;129.720877;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.0527152120287139
5478;55.832035;49.079698;0;0;8;4;0;0;0;0;2;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.0214810984430238
496;51.750199;36.191928;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;449556;курская область;33048.0;-0.1417534017659387
5478;55.634979;51.805025;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;180050;республика татарстан;37708.0;-0.0390688413351161
5478;55.478312;37.298679;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3362;московская область;54939.5;0.045308215542355
8083;62.059266;129.772917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.139005825610948
5478;51.87753;45.010527;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;24649;саратовская область;28224.3;0.0142081626499183
1942;56.771763;54.156536;0;0;3;1;2;2;0;0;1;0;0;0;0;0;0;0;166972;пермский край;37772.9;-0.0326724767802973
5478;53.568504;102.513369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9605;иркутская область;45856.1;0.0029836898359931
8083;43.065545;133.119195;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1641;приморский край;45075.1;0.0365226308874385
5478;54.945547;73.339241;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1178391;омская область;34833.6;-0.097638012226151
5478;54.701964;55.828696;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2464;республика башкортостан;36638.1;0.0559748360245894
8083;50.546729;136.989523;0;0;5;4;0;0;0;0;2;1;0;0;0;0;0;0;246607;хабаровский край;50228.1;0.1856468264871296
8083;55.919397;37.845834;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;216639;московская область;54939.5;0.1845250041229188
5478;58.578363;49.637435;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1228;кировская область;30076.8;-0.003221496207485
496;56.162887;38.871845;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;27157;владимирская область;31885.0;0.0435072949653092
496;55.575307;39.536347;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;32885;московская область;54939.5;0.0145897426683293
1942;55.781833;37.72299;0;0;6;3;0;0;1;0;3;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0887254822564501
3185;45.137164;42.009993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82743;ставропольский край;32163.8;0.0314726521053895
5478;55.356672;86.074864;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;558973;кемеровская область;41530.6;-0.0891502276589618
1942;55.846694;37.361939;0;0;11;5;0;0;1;0;3;0;2;0;0;0;0;0;116896;московская область;54939.5;0.0882529047610418
3185;62.044382;129.756388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;-0.0433607425421224
5478;54.651349;83.307693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56411;новосибирская область;38968.9;-0.0180017737920574
8083;53.195279;158.38548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39198;камчатский край;79795.5;0.1271293671665312
5478;50.30109;127.521837;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;225810;амурская область;48242.3;0.0081843828748439
3185;52.006024;47.822173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188414;саратовская область;28224.3;-0.1036109036535702
496;54.151887;74.79789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10472;омская область;34833.6;-0.0506266855287384
1942;55.657621;37.482771;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6270;московская область;54939.5;0.0365368192013201
5478;56.333869;36.711541;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;80585;московская область;54939.5;-0.0861852615773736
5478;56.005677;92.830024;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;1066934;красноярский край;48725.4;-0.0095377426381937
1942;55.78278;37.650253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12380664;москва;89128.6;0.063011866955722
5478;51.644056;39.142966;0;0;2;1;0;0;0;0;1;0;2;0;0;0;0;0;1054111;воронежская область;33703.9;-0.0001698729061635
1942;54.950004;73.027912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9533;омская область;34833.6;-0.1083535322927118
5478;54.511891;36.251747;0;0;1;1;0;0;0;0;1;0;0;0;2;0;0;0;335017;калужская область;41050.8;-0.0131142020134821
496;52.992459;158.667452;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;181181;камчатский край;79795.5;0.009063301119808
5478;55.893071;37.725424;0;0;2;2;1;0;0;0;2;0;0;0;0;0;0;0;173160;московская область;54939.5;-0.0214810984430238
5478;48.701764;44.483055;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1030400;волгоградская область;32191.9;-0.0522203549815792
5478;51.841887;55.118668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2247;оренбургская область;32594.7;-0.0334235637111357
5478;53.534882;49.282035;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2511;самарская область;36266.9;-0.0025460955410477
5478;54.014898;37.514886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57683;тульская область;37002.0;-0.0730058407391085
1942;51.499912;45.95145;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2073;саратовская область;28224.3;-0.0103080035120893
1942;43.76378;132.011249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138766;приморский край;45075.1;-0.1450012314747548
8083;51.670517;39.254959;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1054111;воронежская область;33703.9;0.1543956274250683
496;55.505495;36.028884;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;31363;московская область;54939.5;-0.0149147543021679
5478;56.111067;92.920763;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3786;красноярский край;48725.4;0.0332894509507449
