,lat,long
1818,56.329208,43.950965
4023,53.193628,50.12195
538,51.898425,113.158611
2591,50.602973,95.003668
3648,45.063037,39.00228
4543,57.800162,28.327528
5086,55.505495,36.028884
4242,55.611836,37.601807
5700,57.625745,39.877545
2265,51.68559,39.260519
5780,46.335159,48.017548
3659,55.817092,37.641602
271,47.219967,39.708302
5465,51.811757,143.151661
2085,52.042189,113.51933
342,55.718096,37.784066
5424,54.980885,73.321491
2754,43.594496,39.723044
4969,53.186997,158.384851
5481,55.783585,37.56017
2628,55.03573,82.896184
5951,42.987222,47.504053
352,45.027712,38.905622
8,55.799765,37.116016
5271,56.316614,44.018769
2555,56.518985,85.039277
2240,59.56154,150.799477
3732,55.919932,37.996823
2722,55.75825,37.406792
1004,55.764663,37.657485
339,55.810966,37.403863
2699,55.744992,37.510152
1114,56.852731,35.925371
4389,55.168717,37.42677
2574,62.018767,129.698662
4826,57.625518,39.882782
7,43.117174,131.885503
1704,51.762804,128.12149
4856,48.486607,135.075842
5576,55.653335,51.826863
6255,53.597739,34.337212
1531,68.969769,33.07278
3034,48.488034,135.084152
585,59.24391,39.907225
1511,56.845844,53.208346
5850,56.860959,60.646181
5109,53.497076,50.387735
316,54.152641,37.58349
2475,55.833546,49.071694
2366,48.803991,132.919455
5582,55.897872,37.667043
3207,56.821863,35.89817
662,53.779889,87.291254
682,57.148849,65.559867
1289,51.11884,40.722662
2510,55.667518,37.553657
205,57.637868,39.871517
3046,55.577225,38.917264
2027,53.771711,87.134391
878,54.514007,36.257388
1361,42.05708,48.30023
5171,55.190668,61.302859
1132,55.778264,37.466018
5559,56.857559,60.601598
118,52.038882,39.73668
4721,51.681592,39.198877
3925,53.380406,58.97977
2672,47.263316,38.92004
1371,55.380084,39.039462
356,55.815752,49.182744
3090,56.811847,60.623265
2117,55.761801,52.453267
4313,55.435886,65.315085
132,55.138104,54.653744
187,59.89672,30.42345
2451,50.586979,137.066132
6002,57.685748,39.765157
6080,55.781398,37.598528
2755,54.981577,82.872433
3332,46.338917,48.201227
3853,55.069314,67.884833
2315,58.743847,33.502426
3781,55.390557,37.201527
3653,51.534503,46.021483
3870,56.294251,39.381387
5435,54.632431,86.211848
3913,56.645227,47.870081
3899,55.751437,49.230965
5856,53.243093,50.233952
280,55.646914,37.746912
720,53.346333,83.665726
1030,64.549135,39.776736
2768,54.982544,73.316999
1995,54.189461,45.175243
2676,51.774012,55.084873
6139,53.715141,91.433719
300,50.694253,38.324502
1408,55.302007,50.108889
2869,57.80713,28.347075
4279,56.014529,92.963154
5869,55.926186,37.815992
1038,43.097284,131.956541
152,55.748919,49.207573
5698,57.625745,39.877545
1563,55.777272,37.520806
5433,51.809368,107.609978
2406,54.992467,73.373449
3278,55.754152,37.859183
4084,55.776006,37.5531
4804,62.032495,129.74453
1668,44.628511,41.944667
5178,55.230436,61.378371
1696,53.254742,50.211647
2892,55.019134,82.939303
3779,56.132148,47.242733
806,53.08807,49.990967
687,56.047414,92.913181
4677,55.833112,36.954876
1378,53.215116,34.423181
2791,55.917213,37.866433
2643,55.746603,52.424961
2626,51.720358,94.453666
4230,43.097606,131.954044
2932,46.967586,142.752575
3621,56.116673,40.352906
2157,53.190925,50.189773
104,46.352485,48.038362
742,62.087205,129.747602
2812,59.864092,30.470558
3616,56.751396,37.204662
705,54.182833,37.604969
4140,60.01427,30.388605
5957,50.911077,128.488101
5034,54.631358,72.397079
5848,55.851136,37.643138
5629,56.107875,94.567168
3454,51.348968,128.150424
1222,50.299439,127.527658
2523,46.320198,39.38976
3189,57.098367,65.63687
855,53.336769,83.763903
3818,56.096127,47.276968
4190,51.775739,55.185197
4412,55.152444,124.74554
3341,51.528441,45.982945
611,59.19026,39.921248
2174,52.076116,113.376417
5505,53.358728,83.70182
3331,59.12911,37.887786
219,55.695027,37.662812
2160,49.569239,139.278296
4178,51.7617,55.101159
3802,51.982656,42.261494
3321,48.391976,135.109853
679,51.769481,55.129995
2891,55.078087,82.957683
2056,60.71991,28.714459
65,53.890961,92.68067
1478,47.54,42.207164
1996,43.926233,42.72321
1535,68.95324,33.082625
2077,54.518774,36.266955
3794,51.57156,34.687861
5754,46.132453,39.787372
2214,54.943364,73.383636
3075,57.637873,39.816909
3096,62.044576,129.751528
5445,62.024541,129.710088
2300,43.377283,132.237831
5654,44.409122,43.885244
2131,54.979315,73.375641
1231,53.20747,50.237609
932,52.063594,113.399584
5085,62.038456,129.737397
527,56.517137,85.035738
4711,51.547376,46.014539
1103,56.012375,92.854287
5823,53.975374,38.157666
2377,55.738875,37.638305
3447,54.968954,83.199357
5080,55.125757,38.16806
1362,62.032474,129.727121
5647,59.564408,150.793072
5347,62.030643,129.741494
5116,56.549998,84.090512
4366,55.568354,42.046644
5828,52.284955,104.275513
3777,54.367315,81.904938
3501,64.567388,39.821041
5469,55.867253,37.704206
4048,62.031499,129.742392
5962,51.87753,45.010527
5967,53.130753,45.027991
207,55.742007,37.867169
5581,42.974076,132.408744
5010,46.619532,142.768287
2059,50.260491,127.559576
2811,51.608977,46.001585
4615,54.178797,37.635
2867,61.782401,34.322282
5834,48.435751,135.130226
5315,53.892697,87.114331
1359,56.84773,35.837345
1557,53.153082,48.467874
1341,55.305343,82.737065
1863,54.947724,73.384903
1976,52.756539,41.432744
817,53.510433,49.410646
5873,53.860619,34.442872
820,56.325369,38.132972
5138,55.7625,49.116493
1714,44.339807,132.58794
3395,58.035935,56.143232
839,55.186623,61.299598
5071,56.019883,93.005456
3042,55.450123,65.318229
5106,54.530985,36.268743
2700,55.343092,38.207945
5028,54.038894,39.7479
5521,51.982345,84.966504
1333,51.862304,107.714506
1965,56.628911,47.88917
3246,53.342925,83.781878
5077,53.603007,92.87485
245,55.677671,37.666225
4961,49.742854,129.675
5895,55.217475,34.312913
5947,44.764417,39.872227
1650,60.068754,30.319192
5232,55.846694,37.361939
3543,55.115177,36.588399
476,55.043123,73.295727
355,55.568064,37.573806
1441,52.603187,39.571929
4055,56.319529,43.944928
1393,55.763802,49.220608
5851,59.092104,37.904045
5437,55.399699,86.117911
1225,56.587753,84.913028
5596,53.111638,48.42303
2865,54.72086,20.499734
614,48.701764,44.483055
3255,56.593914,84.909578
248,55.657845,37.747729
1357,55.731992,37.672756
4123,48.765144,44.478869
955,45.037082,38.932329
1336,62.032474,129.727121
1894,45.037394,41.942996
1667,45.32825,42.85175
155,55.918933,49.312991
5683,55.947812,37.499381
5053,55.344628,86.14672
1685,56.117933,93.339378
4595,59.832683,30.350561
5737,69.357627,88.186246
473,53.326218,83.690492
2433,56.362995,41.311714
3174,56.01235,37.482053
4904,56.326393,44.022471
1959,51.68559,39.260519
3040,52.022154,113.495866
4542,56.125666,40.393465
1884,55.883707,38.780819
874,43.168753,131.934991
4665,57.76511,40.964219
3882,54.965285,72.639651
2707,55.677671,37.666225
3629,55.705858,37.725487
5766,62.045158,129.739832
2954,58.241999,68.275923
1536,54.835232,83.09729
2425,51.561936,45.994398
5906,56.913185,60.614578
3643,58.048507,38.854606
838,57.526166,38.315474
5289,54.197963,37.593336
4735,56.854404,60.603933
5915,50.923149,128.465032
444,55.776502,37.53711
4667,56.065344,92.925497
3129,55.009094,82.877427
4138,51.550983,46.017988
1966,56.877223,53.266773
3786,54.189972,45.18419
3280,56.012934,92.882153
3572,54.28614,48.277089
2603,52.159382,109.7651
2154,47.141515,39.740013
5360,51.531175,46.06303
907,58.583204,49.657674
5485,57.173752,65.558322
4958,55.797331,38.973894
3370,59.883444,31.001085
4337,55.751538,37.620115
4418,54.922938,37.429402
815,51.329405,37.887274
1867,54.012258,38.271079
2572,62.036908,129.73773
4643,51.666479,39.250063
3183,55.060936,82.915094
5095,56.128009,47.265146
2788,55.899179,37.591512
3948,56.056282,92.91116
5910,56.112618,94.597208
3965,55.754638,37.621633
3141,57.108922,65.582136
2911,52.249693,104.35381
520,52.264737,104.259765
64,54.603425,39.762453
649,55.777089,52.009535
4599,55.778213,37.895089
5963,48.514183,44.534465
5074,48.480002,135.055801
4565,61.243575,46.642793
1991,47.262625,39.664285
3349,54.209923,37.597028
2681,56.009346,92.839259
452,55.707725,37.800029
4081,55.805295,37.801161
1298,51.637556,35.2674
5177,55.128742,61.370385
5855,56.860959,60.646181
5183,58.005548,55.937967
357,64.553811,40.551964
3187,50.363145,106.45806
6086,55.870733,37.660036
5570,55.853461,38.440582
4487,46.3672,48.07142
4164,48.723016,44.470397
2411,56.463744,84.9547
2897,55.029544,73.250452
4785,55.749131,37.604861
605,56.794273,53.184164
1778,53.542716,49.320761
1233,53.11526,46.605675
2123,55.61417,37.473824
1868,53.357373,83.698299
1295,56.022559,92.796634
4501,48.796704,44.58902
2473,56.238962,43.867116
4330,55.227884,61.377293
6005,53.216642,50.256141
4676,56.239473,96.071128
5974,55.438874,35.752221
952,50.259178,127.566681
983,55.597698,37.353504
2900,55.979269,92.847281
3145,57.026684,40.369328
6252,57.625518,39.882782
1789,53.530878,49.411141
4591,51.472705,57.34993
6225,62.025879,129.734487
6131,55.820875,37.60443
3867,48.478222,135.0688
3959,48.76787,44.479219
332,56.472386,84.986384
2742,56.024783,92.784506
3335,51.295552,37.836689
5515,55.957378,94.706766
5089,50.259294,127.516331
284,51.532167,46.03087
4236,55.679346,37.533742
2567,57.441978,42.170971
2522,55.343968,86.181332
949,51.693228,39.269978
3049,54.308855,48.339612
4078,54.165009,37.584622
3113,56.640317,47.894775
1263,56.094088,74.629231
5798,51.529623,46.018276
5458,43.112916,131.96141
383,51.770846,55.138646
3422,48.393543,135.11332
5542,54.854372,82.974634
1522,53.758889,87.138164
2150,47.262479,38.918018
5258,57.154771,65.533825
1160,55.77196,37.605715
3043,54.717438,55.954065
5261,48.521851,135.040943
4052,51.656495,39.190648
1983,56.311476,38.135748
391,54.90894,73.451576
3958,55.628479,38.350346
480,56.122354,93.329281
3105,53.167072,44.983659
2858,53.51908,49.425532
4439,53.190413,50.119992
4323,62.025879,129.734487
4341,52.702855,41.469638
5287,55.778097,49.139418
4447,55.960588,49.273752
4493,54.701964,55.828696
5334,54.21414,37.618875
2437,47.235546,39.715121
3651,57.813545,28.347857
2739,60.037104,30.414297
1396,55.766405,49.221407
4789,56.834422,53.218452
5321,59.917885,30.473361
1170,51.719845,94.437182
3972,55.6945,37.662021
5268,54.742678,55.989135
4759,55.766035,37.638117
1748,53.376361,83.735884
3721,50.36288,129.096539
2646,55.850403,48.895103
4925,55.756072,37.804781
258,57.118227,65.579827
136,55.624388,51.7995
2234,53.14126,103.084491
1909,53.098604,49.947336
5658,62.052074,129.706998
5328,53.335952,83.676604
57,54.865166,43.793364
620,51.667194,39.191861
791,54.308198,48.392029
1645,64.493663,40.708415
5366,50.597501,36.589954
6145,55.747419,37.557385
2036,54.834465,56.41517
5181,59.392796,56.856512
4857,46.304649,44.31109
1009,44.635753,39.133803
2328,58.051483,38.836425
4231,46.961406,142.741086
5322,59.908101,30.307352
4431,54.166132,45.149623
854,53.166564,48.469616
5026,45.485917,38.667928
5371,55.751766,37.951314
1729,55.653309,37.537901
1852,55.736402,52.387259
54,54.481354,37.694199
4833,43.671371,40.297543
2923,62.029018,129.731531
5375,55.679854,37.889456
3766,54.628241,39.768229
1918,55.350484,86.133488
2680,56.847553,53.20292
5128,51.716977,94.439535
3957,54.619583,39.80206
4044,54.709991,20.442763
5661,61.001378,76.57473
1910,53.098604,49.947336
3644,59.997595,29.765911
593,52.248916,43.771068
6210,43.111758,131.96203
4473,54.344292,38.255655
2084,55.769059,37.842735
4274,53.336226,83.692711
5986,55.043933,82.953488
154,55.749268,52.391697
2464,54.183997,45.184657
3449,54.994966,82.854619
5992,56.512161,84.969639
2530,45.628024,38.941159
2335,42.848102,132.889595
2136,45.493746,133.438223
2693,55.719622,37.418506
3498,55.674575,37.760225
2827,56.811685,53.196309
3689,50.545218,137.020461
2514,56.854621,41.385259
2347,48.478557,135.08311
399,54.982084,73.319047
4727,52.286349,104.288233
2413,56.51741,84.980788
1326,46.636359,142.78204
13,55.577108,42.05437
3353,54.166843,37.5675
2089,44.995093,41.922605
2173,56.695097,60.832995
28,55.047817,74.588663
6070,56.296299,44.042485
301,55.733624,37.616827
5973,53.747134,87.116496
142,55.846997,48.500033
627,46.150787,39.79667
412,50.352064,106.445897
4479,55.650505,37.745915
1305,51.873204,54.204254
3536,55.772335,37.631505
3014,45.040528,38.970103
294,61.254571,73.447084
5090,53.037782,158.658532
1304,55.048936,73.325883
5504,53.340678,83.705521
5665,44.579975,33.991918
3432,51.529136,46.053238
1369,46.313681,44.221456
5037,54.207911,37.68942
2747,59.959719,30.414045
4203,54.978726,73.310127
1182,56.320338,43.947623
1174,51.808388,107.605756
4539,52.257196,43.786789
5013,53.519311,49.416485
3493,53.508452,49.431712
683,52.612145,38.528437
5835,54.27752,48.291705
1186,45.03591,41.959319
625,56.99948,40.982455
2457,50.58981,107.596477
3942,57.159175,65.526935
2918,53.511145,49.447864
4435,59.125018,37.926629
3195,44.035914,43.058452
2231,55.784496,37.877949
94,44.618387,40.10746
5687,51.533747,46.036817
1422,53.430384,58.973222
3238,57.98749,56.248317
5042,51.21096,36.269695
5129,46.171941,45.352265
5126,48.520503,135.052576
43,54.291753,48.315699
1262,54.990442,73.364152
4850,55.805027,37.599588
5627,56.22794,43.409748
3681,57.813545,28.347857
1100,55.910896,37.575208
2652,56.243129,43.864565
4952,48.482923,135.072348
298,54.976535,73.399213
1567,55.658794,37.401905
859,54.195382,37.590003
3577,59.912914,30.446878
1464,55.806044,37.395455
3833,48.690245,44.495928
33,52.928305,33.458786
1558,43.572868,39.735036
4918,57.946087,56.265421
2899,55.051479,73.305707
6156,55.747363,37.707098
3906,55.778866,49.129573
3371,59.550128,150.839901
1199,46.823371,134.255995
1398,55.829578,49.118586
4810,56.971359,40.96333
5092,62.048814,129.718703
2520,51.758249,36.188407
3911,55.755844,49.232358
4923,56.757298,37.138456
4486,46.3672,48.07142
2493,52.592543,39.591476
3983,55.886342,37.676026
5774,56.153864,44.209581
829,60.010115,30.404316
3762,53.069613,158.616698
5554,52.547463,85.222668
4463,47.894769,40.057549
5209,55.756032,37.682098
5894,59.901166,30.274923
1417,56.83875,60.596127
2430,43.125499,131.905284
5866,52.724159,41.457071
4717,52.281219,104.292985
376,56.479938,84.95108
4134,55.604565,38.082064
287,52.510652,103.886614
1693,53.103578,49.95331
3606,57.977684,56.18875
5438,53.198769,50.110721
230,55.910644,37.867708
984,53.887242,86.748456
2728,55.731075,37.633985
1727,54.966065,39.027631
5593,53.266732,44.999918
804,64.549135,39.776736
2264,51.68559,39.260519
3854,51.857615,107.737701
4498,54.761358,56.013345
3206,51.592486,45.968823
431,43.118596,131.932035
4137,55.996802,37.862345
2850,56.050913,92.904369
2585,56.648197,32.265832
4886,69.358924,88.183003
1118,51.693842,94.576564
2617,52.749148,32.237607
393,55.058275,73.250703
5572,48.675523,44.450248
453,57.126236,65.523063
1412,55.18103,61.333581
612,56.594925,84.894217
5564,53.736776,87.038522
6193,56.261263,83.976633
1010,55.891835,37.748125
4143,55.754638,37.621633
4459,58.837847,141.856605
638,51.31276,37.898395
2079,54.518774,36.266955
6033,48.776688,44.775384
6233,55.435411,37.560808
1617,45.012427,41.918427
1297,56.520077,84.989241
2854,54.966463,82.852966
2651,55.655386,51.823809
5689,53.335581,83.684662
3641,59.858688,30.247937
4647,51.548625,43.215244
3185,55.060936,82.915094
5225,55.764673,37.60629
4192,51.833429,55.128827
2552,50.950304,46.972161
4949,53.703262,91.402017
3455,48.469884,135.11906
6147,45.462002,133.402658
4745,57.685748,39.765157
6097,50.101388,118.042518
4698,52.028372,113.495084
3302,48.530963,135.052414
2374,55.792022,37.775137
350,47.290051,39.846535
2947,55.660912,37.744046
4988,62.026811,129.715694
92,56.64108,47.84341
3272,55.159774,82.961635
880,56.005677,92.830024
97,55.174296,61.304511
1085,43.361522,132.210307
733,55.547845,37.543246
5047,56.150499,44.211296
5885,52.280476,104.308014
3001,48.468892,135.063239
2763,55.041333,82.920996
3460,55.8027,38.977011
764,55.783367,37.59692
3725,56.498878,84.970143
1566,55.676149,37.50655
668,55.161615,61.424706
2097,43.788911,131.953891
1296,53.45387,56.04077
1294,60.731626,33.547378
447,55.776502,37.53711
1413,55.620753,51.790751
1196,48.524286,135.169088
1137,55.653294,37.844208
5862,57.840493,28.350812
5100,54.79429,32.055707
5960,50.908612,128.551522
3317,56.827611,60.616043
5663,54.613536,83.276369
3511,53.307719,34.307586
1832,43.586014,39.723169
87,59.547013,30.864595
1213,50.542362,136.997608
2635,55.626126,51.798863
311,54.988391,82.914752
3892,55.783463,49.23534
1447,56.12978,93.332317
1251,43.113226,131.894701
3242,56.290649,43.99818
5506,55.056208,82.926116
2834,56.458129,84.951574
3912,55.369807,50.640503
5708,55.678991,37.283507
5064,56.657494,66.30749
6199,56.24462,90.480822
3108,59.123504,37.907423
2881,56.469458,84.947568
4798,51.674114,36.145359
3904,55.777089,52.009535
4494,54.701964,55.828696
5731,55.91523,37.726843
3602,44.341696,132.578724
2919,54.715566,20.442161
2992,52.341888,35.349236
3424,51.869372,44.995005
3077,52.260101,104.311931
2221,50.596712,36.592172
1978,55.832035,49.079698
5222,47.54,42.207164
2052,53.969062,38.52806
6214,45.004972,41.925937
898,56.493988,85.056417
4299,58.051483,38.836425
5634,53.33415,83.793332
1548,54.734019,55.957128
4371,53.748933,87.135828
3874,57.769435,40.930802
1381,50.364162,127.998897
4390,55.905805,38.06417
876,53.454953,125.800216
5324,51.254239,58.445443
1846,55.908283,37.555166
886,56.149456,101.640772
6144,55.165888,61.411788
5163,56.830857,60.616671
2401,55.778137,37.6024
1611,51.702601,39.197718
4208,60.194938,29.70522
3408,56.878896,53.222072
4197,55.095812,82.962489
398,54.974189,73.382792
2877,56.516258,85.03368
3143,53.33685,83.701263
4668,58.598578,49.605311
353,52.205066,104.082285
2053,53.145819,38.113784
1309,62.029098,129.729025
2859,57.820444,28.290239
847,43.212614,131.950882
184,54.993153,82.854233
4964,62.026246,129.734999
4743,43.13292,131.904098
3673,51.842689,107.63505
2246,55.883454,37.444566
2766,55.518132,37.45266
6113,56.214627,42.152214
606,48.524286,135.169088
3574,57.629185,39.888091
5607,43.097606,131.954044
3726,53.765351,36.424807
432,43.804267,131.949319
1753,55.030798,73.269595
5098,51.848559,107.620246
5678,51.707027,39.147017
1394,55.703484,51.406146
5601,56.836667,53.21785
2130,54.980472,73.3715
3927,56.81433,60.60785
6176,56.267192,43.910882
1046,56.502832,85.006345
3170,55.903534,37.713432
5081,53.21682,44.982114
228,55.910644,37.867708
3744,56.486032,84.947568
380,51.834464,55.147656
1136,55.881086,37.451851
2055,51.288714,37.801538
2466,56.034466,92.907836
690,56.133407,47.243084
83,44.568378,38.080115
4823,43.431253,39.925452
4709,53.568504,102.513369
4012,47.283804,39.715031
1703,56.658103,124.72178
5860,56.327915,37.510134
2177,56.811803,60.515764
1888,50.284413,127.568262
1274,52.771328,41.410906
4561,55.766035,37.638117
4581,59.957674,30.298001
4605,55.81082,94.329582
5040,54.210823,72.96097
1830,59.582145,30.14632
2518,51.737936,36.192368
1423,58.009473,56.233791
5549,52.557686,85.133115
1129,46.439815,134.296779
4043,57.146051,65.541946
211,55.753301,37.606263
5372,55.714648,37.883572
1702,62.034073,129.730408
5498,43.164781,131.905661
1028,53.209265,50.139989
1254,46.307687,44.272795
6258,55.766212,37.380875
3374,53.211698,50.290555
1878,55.440146,65.342277
3404,54.942485,73.423422
3410,53.210161,45.798027
1365,56.520449,85.070143
2236,54.511891,36.251747
5245,55.81871,37.573501
1649,60.037117,30.321554
4151,53.488189,49.476538
875,50.593367,137.058101
4884,46.31042,44.254254
4089,54.774452,56.077475
4761,53.222821,50.191651
3835,59.738108,30.088001
3163,45.036763,41.96682
4862,51.288894,106.520996
2951,56.758023,60.609925
4576,52.607415,39.543435
2526,52.757117,32.229154
4730,55.228341,63.286761
2609,50.08905,118.02731
5583,56.233534,43.856552
1180,56.261168,90.497845
4994,55.760986,37.600657
2528,54.171946,74.693874
5621,54.015723,38.297166
5032,52.591285,39.544009
2856,43.127499,131.906299
5464,43.129493,131.893219
5153,55.686477,52.294912
3426,51.542397,43.15221
837,55.600394,36.472966
3406,54.933057,73.373916
1214,55.026644,82.926161
2319,55.437618,37.77352
2524,57.005529,40.985302
1988,47.262625,39.664285
1570,54.458196,83.376181
5822,53.342506,83.684905
161,55.789031,49.145015
5580,56.454717,84.973367
4707,51.519357,45.989368
897,46.366,48.062652
4181,54.214214,37.618022
5900,55.629099,37.463035
3829,56.639535,47.897677
5808,57.812371,28.293473
6202,45.011446,39.122529
502,53.221144,44.877361
5999,55.069638,82.940956
2337,55.783554,37.632871
2959,55.625704,38.070045
3507,54.610345,39.715327
5707,55.678991,37.283507
4409,56.29989,38.179945
964,50.873874,115.698239
5267,54.742678,55.989135
4827,43.354325,132.17989
4071,48.475565,135.080666
2395,59.850988,30.308259
796,55.5721,37.691504
3251,56.84612,53.281496
2091,51.702601,39.197718
1767,55.565498,38.22628
1938,44.751744,44.984009
251,55.657845,37.747729
3379,57.823386,28.397615
2810,55.640889,37.530732
5837,55.381961,36.718143
2645,55.827727,49.131001
1400,55.829578,49.118586
715,52.511283,85.164439
812,54.913629,85.641804
1657,56.308975,43.987292
3759,55.738591,37.411005
3753,58.011685,56.182399
795,48.767941,44.807032
6022,59.644136,33.507762
5544,46.687946,47.852294
5383,59.867331,30.261367
2785,52.509628,85.147874
3054,54.731207,39.505723
147,54.904359,49.924034
4017,56.034375,92.911079
3310,43.130479,131.901439
5255,55.756923,37.554618
5046,50.150135,38.443915
2914,53.125722,48.407471
4731,55.684503,37.621947
4092,55.029054,82.914752
5841,46.132453,39.787372
3956,68.999275,33.080703
1605,53.210905,50.212069
3635,56.316903,44.020494
4402,55.77873,37.733221
4308,57.104464,65.615275
1288,52.046776,113.509457
3448,51.553066,39.074415
5336,55.343609,86.095408
5005,51.717747,39.177533
1549,53.716857,91.435794
5832,53.221414,44.90352
5001,46.444951,134.30507
958,54.17809,37.628837
4692,54.283323,86.09822
6084,46.321623,44.233611
5323,57.127174,65.553507
4722,55.100051,82.972496
5387,59.877285,30.441749
3025,58.058584,38.783352
4022,53.193628,50.12195
1950,51.841887,55.118668
3427,50.544337,136.963032
1824,52.539785,85.212679
5397,60.051419,30.332496
5902,50.890649,128.515994
1057,55.981953,92.842025
3253,51.553072,81.234247
5896,48.783461,44.780478
38,50.28123,113.286909
5174,53.402723,58.987622
5312,55.919972,37.708527
2452,53.768544,87.127815
3311,43.130479,131.901439
4612,57.551765,39.933178
2196,55.785296,37.442931
1171,55.918731,37.761626
2848,56.060449,92.91151
5735,54.042939,38.249681
3338,55.25989,61.403281
1469,51.519985,46.013335
4000,55.664248,37.543327
793,54.032432,38.274079
2771,53.338129,83.774889
5097,56.330156,43.854432
966,58.608897,125.388087
790,51.69885,39.273554
3360,53.117076,50.158727
3490,46.410054,47.986412
3896,54.902755,52.272293
5131,45.079136,38.464468
4350,59.955737,30.356436
2166,50.105553,139.110446
3309,52.211572,104.091978
2815,57.777753,40.967525
2010,55.431662,65.343382
3412,47.696242,40.10463
2576,49.765826,45.381702
2884,51.827212,55.16317
769,53.403749,49.486356
1183,51.808388,107.605756
4472,59.126926,37.960864
4541,52.974367,36.08926
2853,56.313648,44.069731
4877,43.11878,131.951439
1343,62.648441,135.580992
2152,51.392331,128.137228
1799,56.13134,40.360937
2376,59.996493,30.785094
181,57.13031,65.595566
2516,51.846511,37.724041
3060,57.13369,65.561403
5025,53.533292,33.726601
125,54.727084,37.181081
5497,50.557901,36.530377
3999,55.709028,37.620761
100,51.750199,36.191928
1680,56.94845,72.629096
5937,54.917417,71.271149
686,56.047414,92.913181
2380,55.73964,37.667528
2896,55.028734,73.412059
369,59.849754,30.397974
3229,55.853213,38.441938
3541,56.830911,60.624388
4984,62.045892,129.764508
3990,55.975254,37.906893
471,53.366218,83.703743
5791,55.809231,37.636392
3121,56.357111,41.322701
4146,55.750358,37.611149
3864,46.352323,48.039557
5091,55.035364,82.973745
3343,51.528441,45.982945
5286,47.220273,39.718956
405,55.622263,37.666144
2656,56.823631,60.505406
2876,56.469458,84.947568
1053,45.056047,38.960347
3585,43.354843,132.191702
5475,55.7844,37.673421
5983,55.768025,37.623483
3785,50.599771,36.577108
4355,50.412726,36.887979
4651,55.737339,52.417622
3550,51.534503,46.021483
4538,51.67407,39.210663
4832,51.721742,94.445177
1142,56.267192,43.910882
3419,53.819583,87.15807
254,59.850595,30.26938
3073,59.691507,30.431895
5725,54.944119,20.15188
4748,55.743036,37.592617
4799,45.070543,38.929607
3738,44.097744,39.080892
5800,56.326393,44.022471
663,53.779889,87.291254
4177,56.296199,44.038155
2391,59.819802,30.317252
3084,51.598304,46.003696
940,57.875754,60.015213
5363,50.585155,36.653455
5359,56.294591,44.077241
1480,55.605785,37.28763
1853,50.7861,36.482695
3856,58.057203,38.766024
3171,52.616869,39.598411
1896,54.984873,82.894064
3065,50.571736,36.53618
533,55.519626,36.98682
486,55.009094,82.877427
4818,59.945788,30.270863
4207,55.528233,89.17875
4693,53.647598,52.137806
4699,48.590162,135.07162
259,53.199924,50.177017
5898,55.792473,49.101473
2999,55.051071,82.91477
2496,55.204793,61.327311
1505,56.313613,43.891532
1533,68.95324,33.082625
1126,55.761685,37.573133
5667,55.699629,37.941774
5251,55.752784,37.819307
531,62.03274,129.720877
2494,57.78484,40.9552
1883,55.875476,38.78098
5066,52.717646,41.415353
3664,56.017986,92.841693
6066,53.217985,34.399987
2931,46.950685,142.74529
180,55.204793,61.327311
138,55.818574,49.108157
4201,55.029719,73.278946
2230,64.558642,40.578231
2944,55.609924,37.603415
5500,56.096127,47.276968
2533,53.772477,38.126315
3388,56.853626,41.380328
6099,59.361841,143.21104
3767,55.109945,36.591032
5782,46.335159,48.017548
561,55.70948,37.609002
2851,55.709393,37.619612
6123,55.785093,37.583158
2497,58.219202,68.277594
3411,53.689726,91.665161
3445,51.590376,45.987176
315,54.947951,73.419694
4947,51.843896,107.514398
80,56.449732,53.723485
4503,48.792888,132.934501
5365,50.587054,36.6444
3922,56.821681,60.577918
6137,58.385204,97.475922
5338,55.037325,73.267322
1135,59.849202,30.144245
4562,55.685432,37.570123
4729,55.810703,93.684205
3787,51.686238,35.277488
5695,59.092436,37.917673
2282,43.788911,131.953891
3739,45.070906,39.000367
5767,62.045158,129.739832
6041,56.88848,35.902428
3160,57.656493,54.287528
3623,55.859691,37.484415
6143,56.032982,92.893005
2149,49.011146,131.060265
1911,52.036987,87.090544
4196,55.028749,82.936698
1576,69.009001,33.088689
490,56.016637,92.985855
3126,50.259605,127.536669
4426,53.153558,48.470443
3256,58.610796,49.657557
1569,45.011446,39.122529
4295,55.048039,32.726389
6032,55.88876,37.433526
3193,52.456083,130.851317
3491,53.508452,49.431712
4868,43.089305,131.860862
3594,69.346154,88.205488
4792,54.570943,20.173745
4887,55.683239,37.539482
5149,55.765169,49.166502
1230,57.999158,56.155323
2794,47.099586,39.417051
4684,53.231085,50.644303
2977,52.549539,85.233987
5953,48.562551,135.040835
3156,43.906187,42.715359
5389,59.931201,30.354909
6168,54.976473,73.326898
4526,55.589992,38.123306
3634,55.780157,37.578855
98,51.831086,107.657625
4763,68.138511,33.272412
3369,51.668964,113.981235
2179,56.81573,60.613249
4609,57.94078,102.742143
2075,51.659551,39.199865
5916,50.262662,127.533812
5123,46.308222,44.264665
5587,56.013694,37.208884
4571,56.502832,85.006345
5144,55.640243,51.836906
2232,56.473316,53.802375
5546,53.336226,83.692711
562,64.560036,39.815462
3059,68.970785,33.088824
4237,55.792281,37.540757
4033,48.475565,135.080666
3600,55.74149,37.504043
4536,45.047609,38.977712
3048,54.696215,55.971474
4106,54.623045,39.753694
